emp_no,dept_no,first_name,last_name,title,dept_name,salary
14292,d008,Susanna,Vigier,Senior Staff,Research,41846
14298,d004,Chriss,Granlund,Senior Engineer,Production,40000
14310,d007,Marlo,Leuchs,Senior Staff,Sales,40000
14478,d007,Munehiro,Boissier,Senior Staff,Sales,40000
14481,d004,Moti,Lammel,Senior Engineer,Production,40000
14483,d005,Supot,Marrevee,Senior Engineer,Development,40000
14486,d004,Indrajit,Birdsall,Senior Engineer,Production,40000
14498,d003,Xiong,Selenyi,Senior Staff,Human Resources,40000
14501,d004,Taizo,Kroft,Technique Leader,Production,63646
14509,d002,Danil,Aloia,Senior Staff,Finance,40000
14513,d001,Samphel,Barreiro,Senior Staff,Marketing,83273
14515,d006,Kazuhisa,Versino,Senior Engineer,Quality Management,61645
14516,d007,Kristian,Underwood,Senior Staff,Sales,73262
14518,d004,Patricia,Peir,Engineer,Production,64238
14522,d002,Chuanyi,Ranta,Senior Staff,Finance,40000
14537,d006,Babette,Engelmann,Senior Engineer,Quality Management,48332
14983,d001,Hyuckchul,Pouyioutas,Senior Staff,Marketing,86754
14993,d005,Sanjay,Koblitz,Senior Engineer,Development,45407
15005,d004,Kiam,Sadowsky,Senior Engineer,Production,50368
15016,d002,Woody,Gulik,Senior Staff,Finance,40000
15018,d001,Ramalingam,Prenel,Senior Staff,Marketing,40668
15019,d006,Qingxiang,Shokrollahi,Senior Engineer,Quality Management,41721
15029,d009,Giordano,Koshino,Senior Staff,Customer Service,40000
15030,d007,Rasikan,Nourani,Senior Staff,Sales,40000
15036,d005,Ziva,Delgrande,Senior Engineer,Development,40000
15049,d009,Khun,Waymire,Senior Staff,Customer Service,40000
15052,d004,Flemming,Kranzdorf,Senior Engineer,Production,40630
15055,d008,Shrikanth,Sherertz,Senior Staff,Research,40000
15066,d005,Tomokazu,Oaver,Senior Engineer,Development,43455
15069,d004,Manton,Siksek,Technique Leader,Production,40000
15071,d007,Ayonca,Couchot,Senior Staff,Sales,97484
15075,d004,Radoslaw,Rijsenbrij,Senior Engineer,Production,40000
15077,d004,Toshiki,Taubenfeld,Senior Engineer,Production,40000
15082,d005,Guadalupe,Zirintsis,Technique Leader,Development,63024
15087,d004,Chirstian,Ushiama,Senior Engineer,Production,40000
15089,d005,Giri,Coney,Senior Engineer,Development,48594
15092,d009,Remmert,Bahi,Senior Staff,Customer Service,40000
15102,d004,Luigi,Axelband,Senior Engineer,Production,40374
15105,d001,Sudhanshu,Itzigehl,Senior Staff,Marketing,75800
15114,d005,Pantung,Honglei,Engineer,Development,40000
15408,d008,Maik,Penttonen,Staff,Research,40000
15410,d001,Wilmer,Kushner,Senior Staff,Marketing,58123
15412,d005,Huai,Thiria,Senior Engineer,Development,62190
15438,d002,Constantijn,Munoz,Senior Staff,Finance,43326
15441,d008,Arvind,Weisert,Senior Staff,Research,40000
15452,d005,Kazuhira,Weedman,Engineer,Development,40000
15454,d007,Hongzue,Cesareni,Senior Staff,Sales,57571
15470,d004,Weiwu,Huhdanpaa,Engineer,Production,40693
15474,d007,Gilbert,Plumb,Senior Staff,Sales,90430
15479,d004,Zhenbing,Soicher,Senior Engineer,Production,40000
15480,d005,Kwok,Trogemann,Senior Engineer,Development,47645
15504,d005,Kasturi,Alpin,Engineer,Development,40000
15505,d004,Collette,Mikschl,Senior Engineer,Production,56848
15510,d005,Inderjeet,Sethi,Senior Engineer,Development,48661
15511,d007,George,Kowalchuk,Senior Staff,Sales,76880
15518,d005,Uno,Valtorta,Senior Engineer,Development,55563
15525,d005,Masadi,Cherinka,Senior Engineer,Development,40000
15534,d002,Guozhong,Grabner,Senior Staff,Finance,63090
15687,d002,Dekang,Ambroszkiewicz,Senior Staff,Finance,62333
15703,d005,Chenye,Hanratty,Engineer,Development,40000
15708,d007,Reuven,Kushnir,Senior Staff,Sales,85063
15714,d004,Troy,Bala,Engineer,Production,40000
15715,d001,Insup,Ibel,Staff,Marketing,40000
15726,d001,Zhilian,Parascandalo,Senior Staff,Marketing,70522
15739,d005,Poorav,Bahr,Engineer,Development,54605
15740,d007,Stepehn,Pocchiola,Senior Staff,Sales,57994
15750,d004,Arumugam,Bresenham,Senior Engineer,Production,40000
15765,d005,Tonny,Taubenfeld,Senior Engineer,Development,40000
15767,d004,Baocai,Broomell,Senior Engineer,Production,40000
15769,d001,Pranay,Oskamp,Staff,Marketing,61575
15788,d004,Taegyun,Deyuan,Senior Engineer,Production,53521
15799,d007,Manton,Gelosh,Senior Staff,Sales,64458
15809,d002,Mingsen,Antonisse,Senior Staff,Finance,50619
15819,d001,Magdalena,Rajcani,Senior Staff,Marketing,63847
15821,d005,Aleksander,Antonakopoulos,Engineer,Development,40000
15971,d005,Arumugam,Aloia,Senior Engineer,Development,42963
15977,d008,King,Ballarin,Senior Staff,Research,44282
15978,d004,Kaijung,Wielonsky,Engineer,Production,40000
15993,d005,Yoshimitsu,Peir,Senior Engineer,Development,45611
16000,d004,Marek,Demos,Senior Engineer,Production,40000
16018,d004,Boutros,Papadias,Senior Engineer,Production,52560
16019,d008,Chaoyi,Heystek,Senior Engineer,Research,40000
16025,d005,Doowon,Luce,Senior Engineer,Development,84433
16028,d004,JiYoung,Takkinen,Senior Engineer,Production,53714
16033,d002,Wayne,Spelt,Senior Staff,Finance,40000
16052,d005,Maria,Rodham,Senior Engineer,Development,40000
16066,d007,Marsha,Penn,Senior Staff,Sales,74757
16068,d002,Leandro,Zongker,Senior Staff,Finance,53031
16076,d005,Marko,Ebeling,Engineer,Development,47061
16077,d005,Kannan,Heemskerk,Senior Engineer,Development,49020
16086,d005,Mohammad,Denos,Senior Engineer,Development,42903
16094,d005,Berto,Rosar,Senior Engineer,Development,40000
16099,d003,Mohan,Ferretti,Senior Staff,Human Resources,40000
16397,d002,Shimshon,Cusworth,Senior Staff,Finance,66757
16398,d007,Limsoon,Krzyzanowski,Senior Staff,Sales,71254
16399,d009,Apostol,Collette,Senior Staff,Customer Service,59384
16404,d004,Rafols,Rabehasaina,Senior Engineer,Production,45689
16412,d004,Moss,Tokunaga,Technique Leader,Production,66524
16425,d004,Idoia,Beerel,Senior Engineer,Production,53045
16438,d004,Abdulla,Demeyer,Senior Engineer,Production,52449
16446,d007,Jouko,Chinin,Senior Staff,Sales,94600
16447,d004,Zhiguo,Savasere,Senior Engineer,Production,40000
16448,d005,Tsvetan,Zwicker,Senior Engineer,Development,76979
16453,d003,Goncalo,Basart,Senior Staff,Human Resources,47433
16471,d008,Bogdan,Birta,Staff,Research,44976
16479,d002,Jixiang,Eiter,Senior Staff,Finance,62446
16486,d008,Sanjay,Perin,Senior Staff,Research,57496
16487,d007,Arunas,Yemenis,Senior Staff,Sales,73302
16490,d007,Muzhong,Thiria,Senior Staff,Sales,85462
16491,d009,Emdad,Radwan,Senior Staff,Customer Service,40000
16504,d005,Mong,Cromarty,Senior Engineer,Development,40000
16510,d009,Mototsugu,Vecchio,Senior Staff,Customer Service,40000
16537,d005,Weidon,Seiwald,Senior Engineer,Development,40000
16679,d008,Domenick,Cummings,Engineer,Research,40000
16683,d004,Hatem,Ghandeharizadeh,Senior Engineer,Production,60120
16716,d005,Ramachenga,Zumaque,Engineer,Development,54270
16719,d003,Sasan,Benantar,Senior Staff,Human Resources,40000
16723,d009,Mohd,Randt,Senior Staff,Customer Service,56932
16729,d002,Kirk,Broomell,Senior Staff,Finance,51318
16731,d005,Domenico,Versino,Senior Engineer,Development,48868
16759,d008,Vojin,Masaki,Senior Engineer,Research,40000
16799,d005,Shigeichiro,Bamford,Senior Engineer,Development,54405
16801,d005,Gila,Strooper,Senior Engineer,Development,48932
16803,d005,Ziva,Rohrbach,Engineer,Development,50968
16806,d009,Sreekrishna,Dayana,Senior Staff,Customer Service,72405
16808,d007,Kiyokazu,Katiyar,Senior Staff,Sales,87215
17120,d003,Yifei,Polupanov,Senior Staff,Human Resources,40000
17125,d006,Akhilish,Zweizig,Senior Engineer,Quality Management,40000
17126,d009,Matk,Schapire,Senior Staff,Customer Service,40000
17143,d004,Ziyad,Munke,Senior Engineer,Production,40000
17146,d007,Aemilian,Barbanera,Staff,Sales,65674
17158,d009,Danai,Vecchio,Senior Engineer,Customer Service,48426
17159,d005,Quingbo,Mitchem,Senior Engineer,Development,56346
17160,d004,Shay,Montemayor,Senior Engineer,Production,49824
17163,d005,Yurii,Papsdorf,Senior Engineer,Development,47086
17199,d008,Vasilis,Guardalben,Senior Staff,Research,40000
17215,d004,Junichi,Langford,Senior Engineer,Production,47977
17220,d004,Lorien,Panwar,Senior Engineer,Production,45404
17222,d005,Leen,Muchinsky,Senior Engineer,Development,54882
17235,d005,Ronnie,Rissanen,Senior Engineer,Development,40000
17236,d004,Matk,Merro,Senior Engineer,Production,75541
17245,d007,Neven,Milicia,Staff,Sales,81426
14320,d004,Sreenivas,Schaar,Senior Engineer,Production,40000
14322,d005,Shem,Kakkad,Engineer,Development,50363
14323,d004,Golgen,Leslie,Staff,Production,40000
14340,d004,Vitaly,Wixon,Senior Engineer,Production,42858
14344,d004,Otilia,Buescher,Technique Leader,Production,41979
14354,d007,Mong,Bojadziev,Senior Staff,Sales,40000
14360,d008,Janche,Erbe,Senior Staff,Research,43476
14372,d008,Saniya,Srimani,Engineer,Research,57667
14384,d005,Tomofumi,Holburn,Technique Leader,Development,58260
14552,d005,Ibibia,Snyers,Senior Engineer,Development,40000
14556,d004,Fatemeh,Zultner,Engineer,Production,40000
14560,d005,Elrique,Driscoll,Senior Engineer,Development,62770
14581,d005,Gao,Condotta,Senior Engineer,Development,59499
14582,d005,Kiyokazu,Morrin,Senior Engineer,Development,40000
14600,d009,Jayson,Cairo,Senior Staff,Customer Service,41352
14603,d005,Lech,Marquardt,Senior Engineer,Development,55369
14607,d007,Suzette,Selvestrel,Staff,Sales,67813
14620,d004,Jianhua,Erev,Senior Engineer,Production,53303
14621,d007,Souichi,Wixon,Senior Staff,Sales,66404
14632,d006,Gudjon,McClurg,Senior Engineer,Quality Management,40000
14639,d007,Arvind,Hempstead,Senior Staff,Sales,79405
14640,d005,Toshimori,Kornatzky,Senior Engineer,Development,42662
14642,d005,Florian,Kuhnemann,Senior Engineer,Development,54553
14645,d005,Laurentiu,Glinert,Senior Engineer,Development,45647
14648,d007,IEEE,Lorys,Senior Staff,Sales,89209
14659,d006,Sashi,Adachi,Senior Engineer,Quality Management,40926
14675,d003,Teunis,Angel,Senior Staff,Human Resources,40000
14677,d004,Herbert,Sifakis,Senior Engineer,Production,40000
14683,d009,Alois,Basart,Senior Engineer,Customer Service,41107
14690,d005,Yechezkel,Bellone,Senior Engineer,Development,40000
14693,d009,Brewster,Stranks,Senior Staff,Customer Service,59960
14710,d001,Mahmut,Hainaut,Senior Staff,Marketing,40341
14723,d003,Constantino,Assaf,Senior Staff,Human Resources,40000
14724,d002,Aron,Lemarechal,Senior Staff,Finance,66530
14780,d004,Marlo,Bruckman,Senior Engineer,Production,51232
14785,d009,Zhonghua,Kaiser,Senior Engineer,Customer Service,46936
14793,d005,Stein,Uchoa,Engineer,Development,47045
14814,d009,Odysseas,Nishimukai,Senior Staff,Customer Service,40000
14817,d008,Gaurav,Masaki,Senior Engineer,Research,41203
14821,d005,Oguz,Kilgore,Engineer,Development,42545
14839,d005,Changho,Cronin,Senior Engineer,Development,40000
14853,d005,Taiji,Nergos,Senior Engineer,Development,58311
14877,d005,Arto,Meriste,Senior Engineer,Development,40000
14879,d005,Anyuan,Sigstam,Senior Engineer,Development,54322
14888,d007,Temple,Barriga,Senior Staff,Sales,60916
14899,d007,Alejandro,Casley,Senior Staff,Sales,64365
14906,d008,Adil,Parveen,Senior Staff,Research,54758
14908,d004,Kerhong,Flanders,Senior Engineer,Production,40000
14909,d005,Mohan,Kamble,Senior Engineer,Development,40000
14911,d004,Xiaobin,Chelton,Senior Engineer,Production,62738
14914,d005,Gretta,Benzaken,Engineer,Development,40000
14915,d004,Huican,Picco,Engineer,Production,40733
14923,d005,Shuzo,Gyorkos,Technique Leader,Development,40000
14928,d003,Satoru,Mukaidono,Senior Staff,Human Resources,53377
14941,d005,Nathan,Lichtner,Senior Engineer,Development,43608
14942,d006,Heon,Benveniste,Senior Engineer,Quality Management,40000
14949,d004,Insup,Reinhart,Senior Engineer,Production,44930
14954,d005,Fox,Magliocco,Senior Engineer,Development,43510
14971,d002,Fan,Simmen,Senior Staff,Finance,55187
15134,d007,Arun,Luiz,Senior Staff,Sales,62752
15145,d004,Haldon,Servieres,Senior Engineer,Production,51443
15151,d001,Urs,Pouyioutas,Senior Staff,Marketing,61253
15176,d007,Charlene,Sankaranarayanan,Senior Staff,Sales,98401
15193,d005,Neelam,Schach,Senior Engineer,Development,47039
15196,d005,Souichi,Duclos,Senior Engineer,Development,55824
15202,d004,Pranay,Irland,Engineer,Production,40000
15208,d008,Sudharsan,Shokrollahi,Senior Staff,Research,44109
15218,d002,Shuky,Conry,Senior Staff,Finance,44614
15228,d003,Mona,Salvesen,Senior Staff,Human Resources,40000
15230,d005,Keiichiro,Suessmith,Senior Engineer,Development,70187
15234,d005,Jouko,Zhiwei,Senior Engineer,Development,47654
15237,d005,Reinhard,Sadowsky,Senior Engineer,Development,40000
15243,d002,Mountaz,Famili,Senior Staff,Finance,41015
15248,d001,Edwin,Baar,Senior Staff,Marketing,64696
15253,d004,Ayonca,Pardalos,Senior Engineer,Production,40396
15269,d004,Eric,Reghbati,Senior Engineer,Production,60930
15271,d007,Shiv,Bernardeschi,Senior Staff,Sales,88026
15292,d007,Miyeon,Lammel,Senior Staff,Sales,87586
15324,d004,Ziya,Lunn,Senior Engineer,Production,40000
15329,d005,Fan,Openshaw,Engineer,Development,41839
15330,d007,Jaroslava,Chinal,Senior Staff,Sales,53020
15337,d006,Masaru,Radivojevic,Senior Engineer,Quality Management,40000
15343,d006,Chaosheng,Luce,Senior Engineer,Quality Management,48936
15354,d009,Chikara,Nyrup,Staff,Customer Service,40782
15365,d005,Mikhail,Schiettecatte,Senior Engineer,Development,41309
15369,d007,Premal,Penttonen,Staff,Sales,81954
15370,d008,Chuanyi,Nilsson,Senior Engineer,Research,67631
15372,d007,Nahum,Broder,Senior Staff,Sales,79245
15375,d002,Shuho,Manders,Senior Staff,Finance,65920
15377,d005,Shugo,Aumann,Senior Engineer,Development,50274
15382,d007,Alassane,Siegrist,Senior Staff,Sales,66083
15392,d005,Pradeep,Markovitch,Assistant Engineer,Development,55638
15543,d004,Mingdong,Staelin,Senior Engineer,Production,40000
15548,d008,Sanjai,Caine,Senior Engineer,Research,48171
15563,d009,Constantino,Zykh,Senior Staff,Customer Service,56239
15565,d001,True,Muchinsky,Senior Staff,Marketing,73532
15566,d007,Baoqiu,Azuma,Senior Staff,Sales,61655
15600,d004,Mack,Perna,Senior Engineer,Production,40000
15601,d007,Carrsten,Anily,Senior Staff,Sales,83263
15651,d004,Huan,Iwayama,Senior Engineer,Production,50313
15656,d001,Mohammad,Schaaf,Senior Staff,Marketing,66141
15682,d006,Hiroyasu,Przulj,Senior Engineer,Quality Management,40000
15846,d004,Bowen,Litecky,Technique Leader,Production,40000
15861,d001,Gio,Anido,Senior Staff,Marketing,50890
15866,d004,Angel,Seiwald,Senior Engineer,Production,40000
15869,d004,Guoxiang,Bala,Senior Engineer,Production,40000
15876,d005,Munehiro,Vakili,Senior Engineer,Development,51140
15877,d004,Yannik,Kroll,Engineer,Production,40000
15880,d004,Miquel,Dechter,Technique Leader,Production,40000
15889,d005,Sasan,Azumi,Senior Engineer,Development,63393
15892,d004,Lunjin,Pettis,Senior Engineer,Production,60367
15901,d006,Marsja,Fargier,Senior Engineer,Quality Management,40000
15902,d008,Kazuhide,Stille,Senior Staff,Research,40000
15905,d004,DeForest,Petersohn,Senior Engineer,Production,47421
15911,d009,Shaibal,Viele,Senior Engineer,Customer Service,45602
15934,d004,Kensyu,Shinomoto,Assistant Engineer,Production,50454
15938,d007,Garnik,Covnot,Senior Staff,Sales,69499
15942,d004,Murthy,Rosca,Senior Engineer,Production,50486
15943,d006,Yakkov,Demke,Senior Engineer,Quality Management,40000
15945,d004,Hauke,Larfeldt,Senior Engineer,Production,57717
15948,d005,Karoline,Versino,Senior Engineer,Development,40000
15955,d004,Yuguang,Dratva,Senior Engineer,Production,45283
16126,d009,Tse,Crabtree,Staff,Customer Service,68863
16130,d005,Kerryn,Belinskaya,Engineer,Development,40000
16134,d005,Annemarie,Chaudhuri,Senior Engineer,Development,40000
16138,d001,Leucio,Krzyzanowski,Senior Staff,Marketing,67593
16154,d006,Monique,Docker,Technique Leader,Quality Management,40000
16185,d005,Marin,Winter,Technique Leader,Development,44003
16192,d009,Leandro,Sigstam,Senior Engineer,Customer Service,40000
16201,d005,Krassimir,Olano,Technique Leader,Development,53081
16227,d004,Hitomi,Vural,Senior Engineer,Production,58619
16229,d009,Ronnie,Lanzelotte,Senior Staff,Customer Service,40000
16230,d004,Ung,Babu,Senior Staff,Production,40000
16233,d007,Sushant,Baba,Senior Staff,Sales,54684
16234,d009,Jacopo,Basart,Senior Staff,Customer Service,40000
16246,d004,Makato,Masaki,Engineer,Production,40000
16252,d004,Carrsten,Mattern,Senior Engineer,Production,64982
16266,d007,Mikhail,Sethi,Senior Staff,Sales,57642
16272,d008,Shuho,Zeleznik,Senior Engineer,Research,40000
16274,d002,Sadun,Navazio,Senior Staff,Finance,65521
16324,d003,Billie,Bazzichi,Staff,Human Resources,40000
16337,d004,Hironoby,Schaad,Senior Engineer,Production,40000
16341,d008,Boutros,Fendler,Senior Staff,Research,40000
16355,d007,Nikolaos,Luca,Senior Staff,Sales,80403
16364,d007,Yifei,Gini,Senior Staff,Sales,73503
16365,d008,Janalee,Mellouli,Senior Staff,Research,40000
16377,d004,Duri,Stanger,Engineer,Production,62147
16380,d009,Zhilian,Chleq,Senior Staff,Customer Service,42820
16382,d004,Chaoyi,Talmon,Senior Engineer,Production,66986
16383,d004,Lidong,Czap,Senior Engineer,Production,55977
16388,d009,Subhankar,Georgatos,Senior Staff,Customer Service,40000
16539,d004,Gretta,Fetvedt,Senior Engineer,Production,40000
16546,d005,Sangeeta,Lanphier,Senior Engineer,Development,47819
16549,d002,Olivera,Thibadeau,Senior Staff,Finance,60531
16551,d008,Sadegh,Ranon,Senior Engineer,Research,82980
16556,d005,Mostafa,Hiltgen,Senior Engineer,Development,53954
16567,d009,Hein,Senzako,Senior Staff,Customer Service,40000
16570,d004,Uta,Matzen,Senior Engineer,Production,46162
16580,d006,Masaru,Valiente,Senior Engineer,Quality Management,40000
16607,d007,Vishwani,Honglei,Senior Staff,Sales,54558
16619,d005,Arvind,Boguraev,Senior Engineer,Development,40000
16657,d004,Yongdong,Heyers,Senior Engineer,Production,63463
16658,d008,Florian,Soicher,Senior Staff,Research,50917
16672,d007,Georgi,Peris,Senior Staff,Sales,55265
16674,d005,Duke,Takanami,Technique Leader,Development,40000
16851,d003,Leon,Stasinski,Senior Staff,Human Resources,51771
16852,d009,Yefim,Fontet,Senior Engineer,Customer Service,48864
16862,d009,JiYoung,Eppinger,Senior Engineer,Customer Service,40000
16864,d004,Candido,Gecsel,Engineer,Production,50361
16869,d008,Yakkov,Huttel,Senior Staff,Research,40000
16871,d004,Munir,Stiles,Senior Engineer,Production,55303
16875,d005,Nikolaos,Radhakrishnan,Engineer,Development,40000
16880,d004,Honesty,Bresenham,Technique Leader,Production,40000
16897,d006,Charlene,Ebeling,Technique Leader,Quality Management,57244
16910,d008,Kazunori,Botman,Senior Engineer,Research,57230
16919,d004,Tesuya,Yurov,Engineer,Production,40184
16921,d007,Evgueni,Yeung,Senior Staff,Sales,71025
16954,d001,Akhilish,Apsitis,Senior Staff,Marketing,47943
16955,d008,Sangeeta,Marrakchi,Senior Staff,Research,74715
16969,d005,Sanjit,Braccini,Senior Engineer,Development,49377
16986,d004,Hirochika,Gecseg,Senior Engineer,Production,61653
16988,d002,Xiong,Peron,Senior Staff,Finance,47878
16993,d007,Hongzue,Dahlbom,Senior Staff,Sales,57751
16999,d004,Bezalel,Sadowsky,Senior Staff,Production,40000
17012,d005,Valdiodio,Petereit,Senior Engineer,Development,40000
17018,d005,Berhard,Tasistro,Senior Engineer,Development,40000
17024,d004,Ewing,Siepmann,Senior Engineer,Production,58181
17041,d009,Nishit,Montemayor,Senior Staff,Customer Service,40492
